,Criteria i,Criteria ii,Criteria iii,Criteria iv,Criteria v,Criteria vi,Criteria vii,Criteria viii,Criteria ix,Criteria x,Others,max_1_val,max_1_col,max_2_val,max_2_col,max_3_val,max_3_col,max_1,max_3
0,0.07154890149831772,0.0662681981921196,0.24928317964076996,0.5483404994010925,0.03627613186836243,0.020212456583976746,0.0018936310661956668,0.003251949790865183,0.0014636390842497349,0.001303014112636447,0.00015832444478292018,0.5483404994010925,Criteria iv,0.24928317964076996,Criteria iii,0.07154890149831772,Criteria i,0.5483404994010925,0.8691725805401802
1,0.024733275175094604,0.0535394512116909,0.34667229652404785,0.12702777981758118,0.29086390137672424,0.09167131781578064,0.03511366248130798,0.003926817327737808,0.012178333476185799,0.014135321602225304,0.00013777491403743625,0.34667229652404785,Criteria iii,0.29086390137672424,Criteria v,0.12702777981758118,Criteria iv,0.34667229652404785,0.7645639777183533
2,0.3559126853942871,0.11372528970241547,0.1112617552280426,0.25308385491371155,0.00534707959741354,0.1568601280450821,0.0010835196590051055,0.0012134300777688622,0.0005695639993064106,0.0007858517346903682,0.0001567970321048051,0.3559126853942871,Criteria i,0.25308385491371155,Criteria iv,0.1568601280450821,Criteria vi,0.3559126853942871,0.7658566683530807
3,0.024738015606999397,0.05797046050429344,0.4065871238708496,0.21616236865520477,0.11405640840530396,0.1647176444530487,0.004132862202823162,0.004566725809127092,0.004407479893416166,0.0025701322592794895,9.071626118384302e-05,0.4065871238708496,Criteria iii,0.21616236865520477,Criteria iv,0.1647176444530487,Criteria vi,0.4065871238708496,0.7874671369791031
4,0.29295289516448975,0.2520214319229126,0.07772064954042435,0.25026941299438477,0.02698385901749134,0.0659937858581543,0.012496336363255978,0.0087065314874053,0.006200189236551523,0.006276967469602823,0.00037797418190166354,0.29295289516448975,Criteria i,0.2520214319229126,Criteria ii,0.25026941299438477,Criteria iv,0.29295289516448975,0.7952437400817871
5,0.4456444978713989,0.07658514380455017,0.11692408472299576,0.12275039404630661,0.007772915065288544,0.1588645875453949,0.045948807150125504,0.01664707623422146,0.0031220910605043173,0.004934013355523348,0.0008064216235652566,0.4456444978713989,Criteria i,0.1588645875453949,Criteria vi,0.12275039404630661,Criteria iv,0.4456444978713989,0.7272594794631004
6,0.13635042309761047,0.18832062184810638,0.17061097919940948,0.32207176089286804,0.027507001534104347,0.12944337725639343,0.01120483037084341,0.005059695336967707,0.003602338256314397,0.005656088702380657,0.00017281751206610352,0.32207176089286804,Criteria iv,0.18832062184810638,Criteria ii,0.17061097919940948,Criteria iii,0.32207176089286804,0.6810033619403839
7,0.14586426317691803,0.08009931445121765,0.1722860336303711,0.32991111278533936,0.06308044493198395,0.050911225378513336,0.07204358279705048,0.021963952109217644,0.024203334003686905,0.03898414224386215,0.000652632734272629,0.32991111278533936,Criteria iv,0.1722860336303711,Criteria iii,0.14586426317691803,Criteria i,0.32991111278533936,0.6480614095926285
8,0.25134336948394775,0.10572955757379532,0.10129272192716599,0.1197521910071373,0.027299415320158005,0.11831717193126678,0.19845454394817352,0.029917320236563683,0.019769197329878807,0.02785131148993969,0.0002731658169068396,0.25134336948394775,Criteria i,0.19845454394817352,Criteria vii,0.1197521910071373,Criteria iv,0.25134336948394775,0.5695501044392586
9,0.23806847631931305,0.10837086290121078,0.29036766290664673,0.11677251011133194,0.010197222232818604,0.1340758204460144,0.06798873841762543,0.021530117839574814,0.006232828833162785,0.006247370038181543,0.00014838407514616847,0.29036766290664673,Criteria iii,0.23806847631931305,Criteria i,0.1340758204460144,Criteria vi,0.29036766290664673,0.6625119596719742
10,0.11587098240852356,0.07129005342721939,0.2091468721628189,0.240385502576828,0.010110905393958092,0.34716999530792236,0.0021002183202654123,0.001782459206879139,0.0008806415135040879,0.0011384920217096806,0.00012384819274302572,0.34716999530792236,Criteria vi,0.240385502576828,Criteria iv,0.2091468721628189,Criteria iii,0.34716999530792236,0.7967023700475693
11,0.11101584136486053,0.10593397915363312,0.34404101967811584,0.15619246661663055,0.015147035010159016,0.26445743441581726,0.0009594784351065755,0.0009040277218446136,0.0005026571452617645,0.0006402580183930695,0.00020580313866958022,0.34404101967811584,Criteria iii,0.26445743441581726,Criteria vi,0.15619246661663055,Criteria iv,0.34404101967811584,0.7646909207105637
12,0.2538185119628906,0.15186293423175812,0.13760752975940704,0.17778003215789795,0.014009748585522175,0.2532691955566406,0.00498052267357707,0.0029805905651301146,0.0015320365782827139,0.0018865391612052917,0.0002724068472161889,0.2538185119628906,Criteria i,0.2532691955566406,Criteria vi,0.17778003215789795,Criteria iv,0.2538185119628906,0.6848677396774292
13,0.8104153871536255,0.08404466509819031,0.02748001366853714,0.06439588963985443,0.0005944527802057564,0.012052718549966812,0.00012633814185392112,0.0003364063159096986,3.734580604941584e-05,4.264141898602247e-05,0.0004740742442663759,0.8104153871536255,Criteria i,0.08404466509819031,Criteria ii,0.06439588963985443,Criteria iv,0.8104153871536255,0.9588559418916702
14,0.8374180197715759,0.07776948809623718,0.021447263658046722,0.0560748390853405,0.0005234004929661751,0.006143508013337851,7.738242129562423e-05,0.000164727694937028,1.806261934689246e-05,2.0669571313192137e-05,0.00034261224209330976,0.8374180197715759,Criteria i,0.07776948809623718,Criteria ii,0.0560748390853405,Criteria iv,0.8374180197715759,0.9712623469531536
15,0.08401381969451904,0.04530703276395798,0.22049713134765625,0.11253021657466888,0.22469112277030945,0.2702443599700928,0.027754615992307663,0.0034353453665971756,0.004544091410934925,0.006102762185037136,0.0008795536123216152,0.2702443599700928,Criteria vi,0.22469112277030945,Criteria v,0.22049713134765625,Criteria iii,0.2702443599700928,0.7154326140880585
16,0.3112887442111969,0.252787709236145,0.1456475555896759,0.14055392146110535,0.021968651562929153,0.11575361341238022,0.0046926760114729404,0.003648125333711505,0.00150214321911335,0.0013923007063567638,0.0007645453442819417,0.3112887442111969,Criteria i,0.252787709236145,Criteria ii,0.1456475555896759,Criteria iii,0.3112887442111969,0.7097240090370178
17,0.05858001485466957,0.19385646283626556,0.1501523107290268,0.14980003237724304,0.018335267901420593,0.3458999991416931,0.01573115587234497,0.021734924986958504,0.013991571962833405,0.03108408860862255,0.0008342253277078271,0.3458999991416931,Criteria vi,0.19385646283626556,Criteria ii,0.1501523107290268,Criteria iii,0.3458999991416931,0.6899087727069855
18,0.3354705572128296,0.22174878418445587,0.1121017187833786,0.13583330810070038,0.006856255698949099,0.1795182228088379,0.0029621340800076723,0.0029375480953603983,0.0010980956722050905,0.0011474797502160072,0.00032593822106719017,0.3354705572128296,Criteria i,0.22174878418445587,Criteria ii,0.1795182228088379,Criteria vi,0.3354705572128296,0.7367375642061234
19,0.025072839111089706,0.011653604917228222,0.05757551267743111,0.024236416444182396,0.01223838236182928,0.07365407794713974,0.6417744159698486,0.07568880170583725,0.030430501326918602,0.04689877852797508,0.0007767640054225922,0.6417744159698486,Criteria vii,0.07568880170583725,Criteria viii,0.07365407794713974,Criteria vi,0.6417744159698486,0.7911172956228256
20,0.1294480413198471,0.11407291144132614,0.23065979778766632,0.2452760636806488,0.060809262096881866,0.1392129510641098,0.024023832753300667,0.0156068354845047,0.018080327659845352,0.02248961664736271,0.00032036143238656223,0.2452760636806488,Criteria iv,0.23065979778766632,Criteria iii,0.1392129510641098,Criteria vi,0.2452760636806488,0.6151488125324249
21,0.033041514456272125,0.13878163695335388,0.3609539866447449,0.13577264547348022,0.05426168814301491,0.2399751842021942,0.012631949037313461,0.006966340355575085,0.007424991112202406,0.009860975667834282,0.0003291197936050594,0.3609539866447449,Criteria iii,0.2399751842021942,Criteria vi,0.13878163695335388,Criteria ii,0.3609539866447449,0.739710807800293
22,0.08781896531581879,0.25149521231651306,0.3400418758392334,0.10238485783338547,0.031068598851561546,0.17641539871692657,0.004583410453051329,0.002209883416071534,0.0018639785703271627,0.0018429759657010436,0.0002748940896708518,0.3400418758392334,Criteria iii,0.25149521231651306,Criteria ii,0.17641539871692657,Criteria vi,0.3400418758392334,0.767952486872673
23,0.4209901988506317,0.04493570327758789,0.08912531286478043,0.12083970755338669,0.011947590857744217,0.12346451729536057,0.15340188145637512,0.01763997972011566,0.0060637700371444225,0.01131360698491335,0.00027775601483881474,0.4209901988506317,Criteria i,0.15340188145637512,Criteria vii,0.12346451729536057,Criteria vi,0.4209901988506317,0.6978565976023674
24,0.09308350086212158,0.10441457480192184,0.20998045802116394,0.0705755427479744,0.021215936169028282,0.4513759911060333,0.015475204214453697,0.01605582982301712,0.005445560440421104,0.009442652575671673,0.0029347206000238657,0.4513759911060333,Criteria vi,0.20998045802116394,Criteria iii,0.10441457480192184,Criteria ii,0.4513759911060333,0.7657710239291191
25,0.00734621100127697,0.005310849752277136,0.014381173066794872,0.0050047216936945915,0.0010329668875783682,0.04790733382105827,0.037613872438669205,0.031512387096881866,0.056490425020456314,0.7889610528945923,0.004438921343535185,0.7889610528945923,Criteria x,0.056490425020456314,Criteria ix,0.04790733382105827,Criteria vi,0.7889610528945923,0.8933588117361069
26,0.050351399928331375,0.2799963653087616,0.15866819024085999,0.11996011435985565,0.010516774840652943,0.3623000681400299,0.0032930998131632805,0.006196240428835154,0.003290302585810423,0.005053699482232332,0.0003737818042282015,0.3623000681400299,Criteria vi,0.2799963653087616,Criteria ii,0.15866819024085999,Criteria iii,0.3623000681400299,0.8009646236896515
27,0.07605739682912827,0.07412606477737427,0.2633553147315979,0.1348356455564499,0.07778039574623108,0.24353045225143433,0.047728072851896286,0.023119967430830002,0.0195440836250782,0.03896469250321388,0.0009579227189533412,0.2633553147315979,Criteria iii,0.24353045225143433,Criteria vi,0.1348356455564499,Criteria iv,0.2633553147315979,0.6417214125394821
28,0.23737896978855133,0.13630399107933044,0.2783474624156952,0.2114364504814148,0.00396333122625947,0.129999577999115,0.0005874396301805973,0.0008499802788719535,0.00041813499410636723,0.0005868466687388718,0.00012771030014846474,0.2783474624156952,Criteria iii,0.23737896978855133,Criteria i,0.2114364504814148,Criteria iv,0.2783474624156952,0.7271628826856613
29,0.45021599531173706,0.1061236560344696,0.05248738080263138,0.3768940269947052,0.0025584320537745953,0.008304039016366005,0.000695874507073313,0.002008950337767601,0.00020674866391345859,0.0003238661156501621,0.0001810471003409475,0.45021599531173706,Criteria i,0.3768940269947052,Criteria iv,0.1061236560344696,Criteria ii,0.45021599531173706,0.9332336783409119
30,0.16325099766254425,0.057602766901254654,0.21357481181621552,0.16050542891025543,0.004235690925270319,0.3955826461315155,0.0017326264642179012,0.0017717973096296191,0.0005670207901857793,0.0009193217265419662,0.00025684403954073787,0.3955826461315155,Criteria vi,0.21357481181621552,Criteria iii,0.16325099766254425,Criteria i,0.3955826461315155,0.7724084556102753
31,0.583702802658081,0.10557761043310165,0.06978020817041397,0.18121281266212463,0.006859953515231609,0.04524555802345276,0.0019649795722216368,0.0029297645669430494,0.0010774487163871527,0.0011430715676397085,0.0005058191018179059,0.583702802658081,Criteria i,0.18121281266212463,Criteria iv,0.10557761043310165,Criteria ii,0.583702802658081,0.8704932257533073
32,0.6233091354370117,0.06806226819753647,0.07553291320800781,0.12746991217136383,0.006083045620471239,0.07551418989896774,0.012468292377889156,0.006960488390177488,0.0015681940130889416,0.002479801420122385,0.0005516872042790055,0.6233091354370117,Criteria i,0.12746991217136383,Criteria iv,0.07553291320800781,Criteria iii,0.6233091354370117,0.8263119608163834
33,0.2478393018245697,0.15137000381946564,0.17626915872097015,0.24061600863933563,0.017453543841838837,0.11025010049343109,0.028622956946492195,0.010862316004931927,0.007001218385994434,0.00963552761822939,7.983300019986928e-05,0.2478393018245697,Criteria i,0.24061600863933563,Criteria iv,0.17626915872097015,Criteria iii,0.2478393018245697,0.6647244691848755
34,0.5144568085670471,0.2216433733701706,0.0418686680495739,0.12096361815929413,0.0021832885686308146,0.09557691216468811,0.0005662563489750028,0.001414283993653953,0.00020335645240265876,0.00022832766990177333,0.0008951247436925769,0.5144568085670471,Criteria i,0.2216433733701706,Criteria ii,0.12096361815929413,Criteria iv,0.5144568085670471,0.8570638000965118
35,0.08153048902750015,0.07193345576524734,0.2707243859767914,0.1308135688304901,0.008684826083481312,0.4120982587337494,0.005589472595602274,0.007971902377903461,0.003293640213087201,0.006644787732511759,0.000715167261660099,0.4120982587337494,Criteria vi,0.2707243859767914,Criteria iii,0.1308135688304901,Criteria iv,0.4120982587337494,0.8136362135410309
36,0.037543851882219315,0.04874144494533539,0.0724305585026741,0.0479704774916172,0.09191084653139114,0.15949364006519318,0.28349432349205017,0.041943300515413284,0.09347619861364365,0.12062244117259979,0.002372946823015809,0.28349432349205017,Criteria vii,0.15949364006519318,Criteria vi,0.12062244117259979,Criteria x,0.28349432349205017,0.5636104047298431
37,0.06332608312368393,0.28408902883529663,0.2084995061159134,0.06309740990400314,0.031046062707901,0.25524720549583435,0.0407424122095108,0.013788288459181786,0.01522245816886425,0.024027980864048004,0.0009135471773333848,0.28408902883529663,Criteria ii,0.25524720549583435,Criteria vi,0.2084995061159134,Criteria iii,0.28408902883529663,0.7478357404470444
38,0.02157142385840416,0.026140030473470688,0.3487807810306549,0.12351619452238083,0.053854651749134064,0.4011750817298889,0.013524831272661686,0.004086514003574848,0.003278945107012987,0.003923167008906603,0.0001483448431827128,0.4011750817298889,Criteria vi,0.3487807810306549,Criteria iii,0.12351619452238083,Criteria iv,0.4011750817298889,0.8734720572829247
39,0.03009825199842453,0.059382062405347824,0.4216226637363434,0.17165641486644745,0.07082213461399078,0.17489568889141083,0.02316221594810486,0.01641453430056572,0.01448051817715168,0.017185449600219727,0.00028002585167996585,0.4216226637363434,Criteria iii,0.17489568889141083,Criteria vi,0.17165641486644745,Criteria iv,0.4216226637363434,0.7681747674942017
