,0,1,2,3,4,5,6,7,8,9,0,1,2,3,4,5,6,7,8,9,0,1,2,3,4,5,6,7,8,9
0,21.0,1.0,4.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,18.0,3.0,2.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,274.0,5.0,5.0,44.0,1.0,1.0,0.0,0.0,0.0,0.0
1,2.0,49.0,7.0,11.0,1.0,2.0,2.0,0.0,0.0,0.0,3.0,49.0,4.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,8.0,499.0,18.0,87.0,7.0,9.0,0.0,0.0,0.0,0.0
2,1.0,2.0,44.0,11.0,4.0,0.0,1.0,0.0,0.0,0.0,3.0,4.0,50.0,8.0,6.0,6.0,1.0,1.0,0.0,0.0,7.0,19.0,522.0,66.0,10.0,19.0,0.0,0.0,1.0,1.0
3,5.0,8.0,11.0,51.0,5.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,13.0,54.0,3.0,3.0,0.0,3.0,0.0,0.0,19.0,47.0,55.0,633.0,11.0,4.0,1.0,0.0,0.0,0.0
4,2.0,0.0,3.0,9.0,14.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,2.0,6.0,14.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,15.0,28.0,160.0,0.0,0.0,0.0,0.0,0.0
5,0.0,6.0,11.0,4.0,1.0,20.0,1.0,0.0,0.0,0.0,1.0,6.0,8.0,1.0,0.0,24.0,0.0,0.0,0.0,0.0,1.0,16.0,29.0,4.0,1.0,272.0,0.0,0.0,0.0,0.0
6,0.0,0.0,1.0,0.0,0.0,1.0,32.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,1.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,351.0,5.0,7.0,16.0
7,0.0,0.0,1.0,0.0,0.0,0.0,4.0,23.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,29.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,240.0,2.0,2.0
8,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,32.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,2.0,24.0,8.0,0.0,0.0,1.0,0.0,1.0,0.0,10.0,3.0,304.0,50.0
9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,27.0,534.0
