,0,1,2,3,4,5,6,7,8,9,0,1,2,3,4,5,6,7,8,9,0,1,2,3,4,5,6,7,8,9
0,21.0,2.0,2.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,16.0,3.0,7.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,322.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,52.0,3.0,13.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,53.0,4.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,622.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0
2,1.0,7.0,36.0,9.0,6.0,3.0,0.0,1.0,0.0,0.0,1.0,6.0,55.0,10.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,641.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
3,2.0,11.0,11.0,52.0,4.0,1.0,0.0,0.0,0.0,0.0,5.0,7.0,8.0,54.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,768.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1.0,1.0,3.0,10.0,15.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,5.0,4.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,203.0,0.0,0.0,0.0,0.0,0.0
5,1.0,2.0,9.0,2.0,1.0,27.0,1.0,0.0,0.0,0.0,2.0,3.0,3.0,4.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323.0,0.0,0.0,0.0,0.0
6,0.0,0.0,1.0,2.0,0.0,0.0,28.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,378.0,1.0,2.0,1.0
7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,31.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,32.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,24.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,2.0
9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,565.0
